Unnamed: 0,id,domain,type,url,content,scraped_at,inserted_at,updated_at,title,authors,keywords,meta_keywords,meta_description,tags,summary
< num >,< num >,beforeitsnews.com,fake,< url >,easily understand difference day christ day lord end times,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,president trump,nan,nan,[ `` ],nan,nan,nan
< num >,< num >,beforeitsnews.com,fake,< url >,"second mary magdalene ’ important messages : live true spiritual life – ‘ religion feelings ’ . headline : bitcoin & blockchain searches exceed trump ! blockchain stocks next ! excerpt : < num > . searching meaning continued . ‘ religion feelings ’ ; ‘ religion true-self ’ . ‘ religion ’ one wants know ! yet one need live want feel truly happy loved . mary : want also understand james , said marion coming – feelings , important , , ’ , ’ able come . even though ’ anything personally marion , ’ speak like , still whole life ’ suffered feeling abuse . choosing live true , means , true feelings , ’ able come shed conceptual light . jesus able come well , joining revelation – feeling-denial state , evilness , rebellion . sorry mary , ’ still coming terms said earlier previous post , really ’ need formal religions , like , churches , priests , religious men women , holy places , nothing like . ’ right james , ’ . still course holy places , places worship , prayer meditation , would places would go others , quiet places , long mother father divine love . well , places could simply places go sharing experiences expressing feelings seek truth . however , really whole life spiritual experience , long divine love god feel want long ; long truth feelings feel want long truth ; keep striving express feelings partner , ideally , world people also open – understanding sharing intention life . imagine one day humanity religions… ’ hard imagine . one day happen , long time , however mean time , people come understand significance feelings relationship truth ; venture feeling-healing , ( soul-healing , inclusive feeling-healing , together longing become at-one god longing mother father divine love ) , less power control institutions world . heavily indoctrinated believing many bad feelings bad never expressed , god knows ever change . continued : speaking mary magdalene jesus",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,second mary magdalene ’ important messages : live true spiritual life – ‘ religion feelings ’ .,james - divine love spirituality,nan,[ `` ],nan,nan,nan
< num >,< num >,beforeitsnews.com,fake,< url >,"reviving rivers , reviving life headline : bitcoin & blockchain searches exceed trump ! blockchain stocks next ! february < num > , small group volunteers art living took project revive kumudavati river outskirts bangalore , dry four decades . pleased inform lok adalat karnataka high court recognized good work [ … ] source : < url >",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,"reviving rivers , reviving life",wisdom blog art living,nan,[ `` ],nan,nan,nan
< num >,< num >,vdare.com,bias,< url >,"response democrats closing government force amnesty daca dreamer illegals , white house produced video ad correctly connects open borders preventable crime . foul-mouthed criminal shown video luis bracamontes , mexican currently tried murdering two california officers , sacramento county deputy danny oliver placer county detective michael david davis jr. , shown : question president takes illegal alien crime seriously . candidate donald trump highlighted crime victims illegal aliens , including giving platform republican convention . acceptance speech presidency convention said : monday , heard three parents whose children killed illegal immigrants mary ann mendoza , sabine durden , jamiel shaw . three brave representatives many thousands . travels country , nothing affected deeply time spent mothers fathers lost children violence spilling across border . families special interests represent . demonstrators protest behalf . opponent never meet , share pain . instead , opponent wants sanctuary cities . sanctuary kate steinle ? sanctuary children mary ann , sabine jamiel ? sanctuary americans brutally murdered , suffered horribly ? wounded american families alone . alone longer . tonight , candidate whole nation stand corner support , send love , pledge honor save countless families suffering awful fate . going build great border wall stop illegal immigration , stop gangs violence , stop drugs pouring communities . honored receive endorsement america ’ border patrol agents , work directly protect integrity lawful immigration system . parents trump mentioned , jamiel shaw sr. , mary ann mendoza sabine durden , pictures lost sons : president donald trump working build wall keep dangerous foreigners protect american people . democrats different idea : prefer open borders permissive immigration welcome future d-voters .",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,president trump slams democrats protecting illegal alien criminals,nan,nan,"[ 'vdare.com ' , 'blog ' ]","response democrats closing government force amnesty daca dreamer illegals , white house produced video ad correctly connects open borders preventable crime .","achievement gap , gop share white vote , administrative amnesty , barack hussein ebola , gun control , charlie hebdo , vdare.com told dept. , disgruntled minority massacre , narrative collapse , abolishing america , immigrants committing slavery , impeachment , hate hoaxes , refugee resettlement watch , google diversity memo firing , south africa , voter fraud , campaign consultants , birthright citizenship reform , sailer strategy , reporting race , baltimore riots , camp saints , ann coulter , white guy loses job , economist-watch , immigrant mass murder , refugee racket , war christmas , automation , msm backlash libel , uva rape story , christophobia , japan n't want immigrants , minority mortgage meltdown , secession , common core , diversity strength , national question , anti-white hate crimes , minority occupation government , anarcho-tyranny , war thanksgiving , donald trump insurgency , netanyahu immigration",nan
< num >,< num >,vdare.com,bias,< url >,"got following press release d.c. usa ’ office hours , last thursday : u.s. attorney ’ office district columbia filed notice court exercising discretion moving forward prosecution < num > defendants indicted felony charges related rioting took place january < num > , < num > , washington d.c. government filing motions dismiss without prejudice indictment remaining < num > defendants focus efforts smaller , core group believe responsible destruction violence took place inauguration day . second ( next ) set trials , olivia alsip jashua barnak daniel meltzer gabriel mielke spencer kaaz carlo piantini scheduled begin march < num > , < num > . last scheduled trial , michael loadenthal alone , planned begin october < num > , < num > . supervising judge lynne leibovitz presides remaining < num > cases , look defendants acquitted , convicts time . judge leibovitz apparently mission make mockery justice . however , chief judge robert morin named end defendants ’ list , sounds like good news . ( know judge morin ’ history well enough judge . ) judge leibovitz prejudiced conduct trial banned officers court witnesses ever much uttering phrases “ black bloc ” “ antifa ” courtroom . order made impossible prosecution make case . imagine late john gotti ’ various federal trials racketeering murder , judges forbidden prosecution ever uttering “ mafia , ” “ cosa nostra , ” “ organized crime , ” “ gambino crime family , ” “ , ” terms like ? fix would , much gotti ’ people bribed juror . u.s. attorney jessie k. liu , assistant usas jennifer a. kerkhoff rizwan qureshi , prosecutors liebovitz trial responded january < num > defiance . government ’ notice intent proceed … . january < num > , < num > , several hundred people met around logan circle washington , d.c. , participate anti-capitalist march without parade permit . unpermitted anti-capitalist march advertised planned , instructions participants wear black clothing addition , term “ black bloc ” used organizers planning meetings . planned use black bloc significant case . term “ black bloc ” refers tactic , particular group organization , frequently used participants within larger black-bloc group intend commit violence destruction property january < num > , < num > , several hundred people participated black bloc part unpermitted anti-capitalist march started logan circle moved downtown dc . < num > : < num > january < num > , < num > , black bloc moved south logan circle 13th street nw . within minutes leaving logan circle , individuals participating black bloc began destroy damage public private property . black bloc continued moving streets district columbia approximately sixteen ( < num > ) blocks thirty ( < num > ) minutes , participants black bloc continued destroy damage property group moved . riot . approximately < num > : < num > january < num > , < num > , law enforcement formed police line area 12th l streets nw , approximately < num > members black bloc charged police line attempting contain black bloc area 12th l streets nw , washington , d.c. although black bloc participants able break police line , law enforcement ultimately able contain remained black bloc… . see prosecutors proceed < num > inauguration rioters , charges < num > dropped , takinginissues.com , january < num > , < num > . previously , case , vdare.com : names < num > remaining defendants , including set trial march < num > , < num > , including case numbers trial dates , respectively , follow :",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,inauguration day riot ( j20 ) –new trials ( < num > ) may get new judge…and jail time rioters,nan,nan,"[ 'vdare.com ' , 'blog ' ]","got following press release d.c. usa ’ office hours , last thursday : u.s. attorney ’ office district columbia filed notice court exercising discretion moving forward prosecution < num > defendants indicted felony charge ...","achievement gap , gop share white vote , administrative amnesty , barack hussein ebola , gun control , charlie hebdo , vdare.com told dept. , disgruntled minority massacre , narrative collapse , abolishing america , immigrants committing slavery , impeachment , hate hoaxes , refugee resettlement watch , google diversity memo firing , south africa , voter fraud , campaign consultants , birthright citizenship reform , sailer strategy , reporting race , baltimore riots , camp saints , ann coulter , white guy loses job , economist-watch , immigrant mass murder , refugee racket , war christmas , automation , msm backlash libel , uva rape story , christophobia , japan n't want immigrants , minority mortgage meltdown , secession , common core , diversity strength , national question , anti-white hate crimes , minority occupation government , anarcho-tyranny , war thanksgiving , donald trump insurgency , netanyahu immigration",nan
< num >,< num >,beforeitsnews.com,fake,< url >,"story ram dass headline : bitcoin & blockchain searches exceed trump ! blockchain stocks next ! one day rabbi , frenzy religious passion , rushed ark , fell knees , started beating breast , crying , “ ’ nobody ! ’ nobody ! ” cantor synagogue , impressed example spiritual humility , joined rabbi knees . “ ’ nobody ! ’ nobody ! ” “ shamus ” ( custodian ) , watching corner , ’ restrain , either . joined two knees , calling , “ ’ nobody ! ’ nobody ! ” point rabbi , nudging cantor elbow , pointed custodian said , “ look thinks ’ nobody ! ” ( book help ? ) source : < url >",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,story ram dass,andrew cort,nan,[ `` ],nan,nan,nan
< num >,< num >,beforeitsnews.com,fake,< url >,"new class ostara free discussion group witches ! headline : bitcoin & blockchain searches exceed trump ! blockchain stocks next ! hello happy spring ! works month march . sunday teaching “ mysteries ostara ” class mystic valley st. louis . deets . mysteries sabbats class series date : sunday , march 9class topic : mysteries ostara place : mystic valley < num > manchester road maplewood mo . time : < num > - < num > pm price : $ < num > per class class description : mysteries ostara author ellen dugan continues series eight classes sabbats wheel year mystic valley . next class series continues class ostara , also known vernal/ spring equinox . fresh fun class discusses history , folklore magick spring time holiday . class includes handouts seasonal spells charms . learn deities holiday , bunny colored eggs really came . time re-birth balance . let ’ use energy gain inspiration connection natural world . see ! next free discussion group working year finally reality ! coven sister , friend author several articles , charlynn walls facilitating discussion group . first topis discussion group : “ wicca , witchcraft paganism : whats difference ? ” wicca discussion group ( new ! free ! ) date : saturday , march 22place : mystic valley < num > manchester road maplewood mo . time : < num > - < num > pm free join authors ellen dugan charlynn walls free wicca discussion group mystic valley ! finally discussion group reality st. louis area . come join us discuss wicca , witchcraft various magickal pagan topics . looking forward seeing ! “ wicca , witchcraft paganism : wats difference ? first discussion topic series . come enjoy afternoon witchy camaraderie . practical prosperity magick- release date june < num > , < num > news finishing book # < num > , book # < num > practical prosperity magick released three months ! excited prosperity book . notice part practical magick series size cover design practical protection magick . part master plan . mwah ha ha . supposed hit < num > degrees today ! hopefully dismal winter ’ way spring start easing back us . goal today get nice walk- outdoors ! welcome spring blessed , ellen source : < url >",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,new class ostara free discussion group witches !,ellen dugan 's blog witchery,nan,[ `` ],nan,nan,nan
< num >,< num >,naturalnews.com,junksci,< url >,"recommended resources counterthink cartoons free view download . cover topics like health , environment freedom . consumer wellness center non-profit organization offering nutrition education grants programs help children expectant mothers around world . food investigations series mini-documentaries exposing truth dangerous ingredients food supply . webseed.com offers alternative health programs , documentaries . honest food guide free , downloadable public health nutrition chart dares tell truth foods really eating . healingfoodreference.com offers free online reference database healing foods , phytonutrients plant-based medicines prevent treat diseases health conditions . herbreference.com free , online reference library lists medicinal herbs health benefits . nutrientreference.com free online reference database phytonutrients ( natural medicines found foods ) health benefits . lists diseases , foods , herbs .",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,"health food products news , articles information :",nan,nan,[ 'health food products ' ],"health food products news , articles information :",nan,nan
< num >,< num >,beforeitsnews.com,fake,< url >,"regaining confidence headline : bitcoin & blockchain searches exceed trump ! blockchain stocks next ! om times leading voice conscious community articles covering full spectrum conscious living . click see share . regaining confidence carl greer , phd , psyd lose confidence loss failure ? ’ particularly big loss failure , part series failures , may difficult faith afterward . lost confidence affect years become embedded story recurring theme seems life . even try hide insecurity , others may pick telegraph though words , actions , attitudes , body language . , matter much try , seem bad luck . sabotage successes ’ know . failure becomes self-fulfilling prophecy . ’ known someone seems air desperation fear achieving goal—and person may us ! experienced loss confidence resulting fear ’ never get back . helpful think lost confidence lost soul part separated reclaimed reabsorbed reintegrated . discovering part confidence arena , reclaim energy confidence let propel forward . failed business business job job , might spend time pursuing interest achieved success . might even discover seed new business . many entrepreneurs built successful businesses around talent skill previously undervalued . , energetic imprint failure simply aspect vulnerable . feel insecure , ’ recognizing ’ expertise , control limited , much learn . vulnerability buddhists call ‘ beginner ’ mind ’ asset need learn something new . confidence may build achieve mastery . recognizing master first step becoming one . may need learn developing healthy relationship business partnership . may need learn art tolerating discomfort discovering weaknesses holes understanding . om times leading voice conscious community articles covering full spectrum conscious living . click see share . source : < url >",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,regaining confidence,omtimes magazine,nan,[ `` ],nan,nan,nan
< num >,< num >,americanlookout.com,bias,< url >,"howard kurtz media critic fox news . fair assessment media gone edge coverage trump . hollywood reporter excerpted part kurtz ’ new book subject : “ trump trauma ” crippling news media ( guest column ) jan. < num > , < num > , days donald trump assume crushing burdens presidency , faced different kind problem : meryl streep . iconic actress slammed speech accepting cecil b. demille lifetime achievement award golden globes , attacking , among things , allegedly mocked disabled new york times reporter campaign . next morning , hope hicks , president ’ loyal young assistant almost always trump ’ side , pulled phone play footage kellyanne conway cnn fox morning shows . kellyanne said charge repeatedly refuted added streep concerned rights disabled , spoken disabled boy badly beaten young thugs shouting anti-trump epithets video posted facebook . trump loved answer started venting media coverage . hicks retreated nearby desk , spoke times reporter patrick healy . called trump ’ cellphone globes quoted president-elect saying ’ surprised criticisms “ liberal movie people. ” hicks took healy task . worst part media ’ even trying hide bias anymore .",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,media critic : “ press falling president ’ trap ”,mike lachance,nan,[ `` ],nan,"news , donald trump , media , media bias , politics",nan
< num >,< num >,beforeitsnews.com,fake,< url >,something else going-on many us speculated help ' q-anon ? ' +videos,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,"cancer patient slapped $ < num > , < num > deductible hours surgery",shahzaib elahi,nan,[ `` ],nan,nan,nan
< num >,< num >,beforeitsnews.com,fake,< url >,"< num > unseen blessings mindful % readers think story fact . add two cents . headline : bitcoin & blockchain searches exceed trump ! blockchain stocks next ! making mistakes life one inevitabilities , ’ impossible transcend individual limitation without first agreeing meet . encounters path must walk wish fulfill whatever may divinely dispensed possibilities . however , awake , mindful whole start moving toward aim life , less likely find feeling stressed , angry , fearful end . use following twenty-one unseen blessings mindful help realize nice would see pit fall ! < num > . mindful , would never rush…even move quickly . < num > . mindful , ’ leave mess behind , let alone create one someone else clean . < num > . mindful , ’ tempted making mistake repeatedly , let alone believe sense regret always follows . < num > . mindful , ’ talk reason , let alone explain justify whatever may happened . < num > . mindful , could never say something cruel anyone , anywhere , reason . < num > . mindful , would never judge around , let alone . < num > . mindful , would consciously aware anything take myself… whether kind food , thoughts feelings , emanations others . < num > . mindful , would lose fascination talking . < num > . mindful , would know – without think – general , specific inner state anyone around . < num > . mindful , could never made act impulsively . < num > . mindful , would need , whatsoever , put kind pretense . < num > . mindful , would able use negative manifestation others highly positive purpose . < num > . mindful , would know difference wants needs . < num > . mindful , ’ brought blame person pain . < num > . mindful , would know difference useful useless conversations . < num > . mindful , would never embrace , let alone convinced hang fear worry . < num > . mindful , could listen others without inject something . < num > . mindful , neither imagined joy , sorrow tomorrow would hold attraction . < num > . mindful , ’ misplace things , let alone sense self . < num > . mindful , would interest – need – psychologically defending . < num > . mindful , would enjoy effortless sense gratitude reverence life . question : given < num > blessings mindful… name good , holy , divine place mindful pursuits ? ’ dedicate lives perfectly mindful possible us ? answer two questions affirmative , act accordingly , unseen blessings . ignore turn back — inner eyes thus closed — walk ever-smaller circles , going nowhere . < num > unseen blessings mindful daily inspiration living ultimate life ! source : < url >",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< num > unseen blessings mindful,nan,nan,[ `` ],nan,nan,nan
< num >,< num >,awarenessact.com,conspiracy,< url >,"anything like interested things ‘ horror ’ ‘ gore ’ related love museums . museums overflowing things creepy ghoulish get enough ! pretty strangest things ever preserved call place home . instance , ever wanted see dead baby jar place . said though tons fascinating pieces . place also filled tons different wet specimen . even see einstein ’ brain , yes , said einstein ’ brain . everything skeletons two-headed children display world see . one eye opening list , say least . collection torture instruments world . nothing like anywhere else . ever prague suggest look . museum one nothing mummies . say quite intense experience . mummies laid open standing literally walk . could imagine overwhelmingly creepy truly must , yes , real . museum used state lunatic asylum since shut turned quite attraction . things used ‘ treat ’ patients display help better understand horrifying treatment past times . idea methods enough skin crawling . one interesting list . literally museum filled brim dead penises . every kind penis could think . ever seen bear penis ? one bit different rest always busy . cover everything cult suicide basic taxidermy . see , room focuses completely different form death leaving everyone guess coming next . one open public since reopened everyone . filled oddities many find pleasure visit . full skulls well interesting things . one part haunted house part museum everything in-between . one london ’ famous attractions good reason . history horror house ? ’ ! one located germany dedicated torture well . everything breast ripper stretching chair enjoy , display least . said , probably best first date location . ( image via : museum criminal anthropology )",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,"macabre museums : interest death , torture crime",gerald sinclair,nan,[ `` ],nan,"dying , medicine , mutter , skeletons , strange , united states , crime , dead babies , einstein 's brain , love , museums , london , science , interesting , wet specimen , unique , torture , interest , death , health , horror",nan
< num >,< num >,awarenessact.com,conspiracy,< url >,"martin elvis astrophysicist recently took internet hopefully spread word public scientific community pressing matter . claims high costs ‘ flagship ’ missions keeping important crucial missions stuck ‘ drawing board. ’ says worried golden age seems coming end . sure , golden age lasts forever putting end one far soon . seems good reason behind saying . elvis wrote scientific american follows : early successes came looking new windows across vast range wavelengths invisible naked eye . first radio , x-ray , ultraviolet infrared telescopes small , everything saw new mysterious . next generation telescopes leaped forward capabilities , leading discoveries neutron stars , black holes , radiation left big bang , dark matter , dark energy , dark energy , exoplanets … list goes . greater power came cost—literally since new generation telescopes carried price tag several times higher one . today , single telescope take almost full decade ’ worth nasa ’ budget “ big astronomy. ” james webb space telescope ( jwst ) , scheduled launch next year , takes prize $ < num > billion . glory golden age access whole electromagnetic spectrum time . discovery gravitational waves merger two neutron stars perfect example : ground-based detectors spotted ripples spacetime , follow-up observations gamma-ray , x-ray visible-light telescopes gave us far complete understanding event unfolded . ideally , need several comparably sensitive “ flagship ” telescopes , par jwst , need flying time . yet flagships designed last five years ( although often stretched < num > ) . infrared-sensitive jwst flies , < num > < num > times powerful predecessors , hubble spitzer space telescopes . new flagships cost much jwst , decade even one launched . time jwst likely last legs . every discovery made webb telescope take decade follow . , ’ forgotten wanted know first place . advances astronomy slow snail ’ pace . elvis says way respond crises like make huge difference things go . noted simply accept . respond different manner change outcome . believes new program needs put place one requiring multiple new missions . read full article clicking video . think ?",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,astrophysicists believe golden age astronomy could,gerald sinclair,nan,[ `` ],nan,"martin elvis , scientific american , astrophysicist , end , crucial , pressing matter , interesting , interest , death golden age , astronomy",nan
< num >,< num >,anonhq.com,unreliable,< url >,"new year new beginning , full optimism hope… well , enough . see , much may hope new beginnings… new beginnings built upon old realities . ’ statistic build upon ; last year , police killed < num > , < num > people according mappingpoliceviolence.org – group obtained data fatal encounters , u.s. police shootings database killed police . shocking part ( ok really ) ? < num > % , < num > cases officer charged crime . let fact sink realize historically , third cases result conviction . majority cases begin police suspected individuals non-violent offenses , crime reported . < num > killed completely unarmed , < num > vehicle weapon , < num > knife , < num > gun < num > “ ” unidentified weapons . < num > cases suspect knife , < num > % cases less lethal force attempted shooting . police uk faced similarly high rate people armed knives yet resort guns < num > cases . “ consistent international law , police uk prohibited using firearms except strictly necessary considering non-violent less lethal options. ” sort shoot-first-ask-questions-later mentality probably something low < num > % conviction rate mentioned earlier… fact < num > states laws mandate police attempt means incapacitating suspect ( reasonable ) using deadly force… fact police spend < num > times many hours training fire weapon opposed learning de-escalate situation use baton . fact , police spend time training shoot than… single item training schedule . cases person armed firearm , < num > < num > threatening anyone . < num > % cases person posing threat gun ; theoretically , majority cases could resolved without use deadly force . number officers killed lowest < num > years , < num > shot ( , < num > exact , killed vehicle crashes ) , would seem increased threat personal safety…",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,"< num > , police killed < num > , < num > — < num > times number americans killed terrorists",please enter name,nan,[ `` ],"< num > killed completely unarmed , < num > vehicle weapon , < num > knife , < num > gun < num > `` '' unidentified weapons .",nan,nan
< num >,< num >,beforeitsnews.com,fake,< url >,"headline : bitcoin & blockchain searches exceed trump ! blockchain stocks next ! new york city home world ’ worst public schools children special needs , places warehouse students chaotic unsupportive environments . growing number affluent families successfully sued city grounds schools bad taxpayers pay send learning-disabled children elite private institutions instead . ’ de facto private voucher system largely inaccessible poor families . city provide families school choice , even disabled kids poor homes could get excellent education ? status quo source enormous inequities : upper-middle-class parents able work system get best kids . blame ? click full text , transcript , downloadable versions subscribe youtube channel . like us facebook . follow us twitter . subscribe podcast itunes . view article .",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,"new york , rich disabled kids get city send private school . poor disabled kids get screwed : new reason",reason magazine,nan,[ `` ],nan,nan,nan
< num >,< num >,beforeitsnews.com,fake,< url >,"trump arrives davos… % readers think story fact . add two cents . headline : bitcoin & blockchain searches exceed trump ! blockchain stocks next ! hey , feminists , behold alpha male . needs slot machines rush amazon lightning deals ? seriously could spend hours perusing lightning deals – wisely ’ , ’ either . figure best deals first pages . receive small commission purchase item links additional cost – thank . source : < url >",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,trump arrives davos…,"adrienne , 's corner",nan,[ `` ],nan,nan,nan
< num >,< num >,beforeitsnews.com,fake,< url >,"breakthrough : siberian volcanoes triggered earth ’ great permian mass extinction headline : bitcoin & blockchain searches exceed trump ! blockchain stocks next ! known “ great dying , ” hardly species survived great permian mass extinction event . , scientists made scientific breakthrough actually triggered event . apocalyptic ancient incident wiped < num > percent marine life < num > percent land animals . catastrophic environmental changes also resulted mass extinction scientists know siberian volcanoes set whole thing motion . scientists new york university ( nyu ) discovered new evidence show great permian mass extinction caused massive volcanic eruptions . analyzing rocks , researchers discovered evidence global spike element nickel time extinction . using inductively coupled plasma mass spectrometer , measures abundance rare elements atomic level , scientists documented anomalous peaks nickel regions ranging arctic india time great permian extinction . say likely come huge volcanic eruptions , rocks formed cooling lava contain biggest nickel deposits planet . nyu geologist michael rampino explained exploding volcanoes siberia likely caused intense global warming , recorded oceans land extinction . eruptions would also released huge amounts greenhouse gases , carbon dioxide , methane leading extinction < num > million years ago . sedelia rodriguez , environmental science lecturer barnard college , hopes research help scientists determine whether another mass extinction kind could happen . “ hope learn events trigger massive extinctions affect land marine animals , ” said rodriquez . “ additionally , hope research contribute determining whether event magnitude possible future. ” article contributed shtf plan . visit www.shtfplan.com alternative news , commentary preparedness info . source : < url >",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,breakthrough : siberian volcanoes triggered earth ’ great permian mass extinction,nan,nan,[ `` ],nan,nan,nan
< num >,< num >,awarenessact.com,conspiracy,< url >,"live world , reality time travel appears open , science still remained untested . < num > conducting research magnetic fields , tesla discovered first connection space time , believing may influenced higher magnetic field . tesla experimented radio frequencies effort locate specific frequencies would transmit earths atmosphere . experiments tesla conducted , high voltage electricity , led discover time space could deformed , long door crated lead another time . discover led telsa realize discover though personal experiences could lead traveling time . march < num > telsa underwent experiment resulted hit < num > million volts electricity . sitting café time , underwent experiment , told new york herald reporter advised would ‘ pleasant company around due face almost died. ’ interviewed incident , tesla described < num > -foot spark jumped air threatening within reach . stated brave assistant time , moving shut power quickly possible , may well killed impact . reported may years later , incident occurred philadelphia . alleged military experiment , carried us navy < num > . time , alleged us escort uss eldrige become ‘ invisible ’ enemies . claim remains unfounded , us navy claims experiment ever occurred . better understanding tesla ’ experiments , view video :",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,"nikola tesla ’ time travel experience : ‘ could see past , present future time ’",gerald sinclair,nan,[ `` ],nan,"world news , news , technology , united states , truth , life , interesting , awareness",nan
